101,971945       ,999999999
102,971945       ,999999999
103,971945       ,999999999
104,971945       ,999999999
105,971945       ,999999999
107,971945       ,999999999
108,971945       ,999999999
109,971945       ,999999999
111,971945       ,999999999
112,971945       ,999999999
113,971945       ,999999999
114,971945       ,999999999
118,971945       ,999999999
119,971945       ,999999999
120,971945       ,999999999
121,971945       ,999999999
122,971945       ,999999999
125,971945       ,999999999
126,971945       ,999999999
127,971945       ,999999999
129,971945       ,999999999
130,971945       ,999999999
199,971945       ,0
101,971950       ,999999999
102,971950       ,999999999
103,971950       ,999999999
104,971950       ,999999999
105,971950       ,999999999
107,971950       ,999999999
108,971950       ,999999999
109,971950       ,999999999
111,971950       ,999999999
112,971950       ,999999999
113,971950       ,999999999
114,971950       ,999999999
118,971950       ,999999999
119,971950       ,999999999
120,971950       ,999999999
121,971950       ,999999999
122,971950       ,999999999
125,971950       ,999999999
126,971950       ,999999999
127,971950       ,999999999
129,971950       ,999999999
130,971950       ,999999999
199,971950       ,0
101,971958       ,999999999
102,971958       ,999999999
103,971958       ,999999999
104,971958       ,999999999
105,971958       ,999999999
107,971958       ,999999999
108,971958       ,999999999
109,971958       ,999999999
111,971958       ,999999999
112,971958       ,999999999
113,971958       ,999999999
114,971958       ,999999999
118,971958       ,999999999
119,971958       ,999999999
120,971958       ,999999999
121,971958       ,999999999
122,971958       ,999999999
125,971958       ,999999999
126,971958       ,999999999
127,971958       ,999999999
129,971958       ,999999999
130,971958       ,999999999
199,971958       ,0
101,971981       ,999999999
102,971981       ,999999999
103,971981       ,999999999
104,971981       ,999999999
105,971981       ,999999999
107,971981       ,999999999
108,971981       ,999999999
109,971981       ,999999999
111,971981       ,999999999
112,971981       ,999999999
113,971981       ,999999999
114,971981       ,999999999
118,971981       ,999999999
119,971981       ,999999999
120,971981       ,999999999
121,971981       ,999999999
122,971981       ,999999999
125,971981       ,999999999
126,971981       ,999999999
127,971981       ,999999999
129,971981       ,999999999
130,971981       ,999999999
199,971981       ,0
101,971982       ,999999999
102,971982       ,999999999
103,971982       ,999999999
104,971982       ,999999999
105,971982       ,999999999
107,971982       ,999999999
108,971982       ,999999999
109,971982       ,999999999
111,971982       ,999999999
112,971982       ,999999999
113,971982       ,999999999
114,971982       ,999999999
118,971982       ,999999999
119,971982       ,999999999
120,971982       ,999999999
121,971982       ,999999999
122,971982       ,999999999
125,971982       ,999999999
126,971982       ,999999999
127,971982       ,999999999
129,971982       ,999999999
130,971982       ,999999999
199,971982       ,0
101,972021       ,999999999
102,972021       ,999999999
103,972021       ,999999999
104,972021       ,999999999
105,972021       ,999999999
107,972021       ,999999999
108,972021       ,999999999
109,972021       ,999999999
111,972021       ,999999999
112,972021       ,999999999
113,972021       ,999999999
114,972021       ,999999999
118,972021       ,999999999
119,972021       ,999999999
120,972021       ,999999999
121,972021       ,999999999
122,972021       ,999999999
125,972021       ,999999999
126,972021       ,999999999
127,972021       ,999999999
129,972021       ,999999999
130,972021       ,999999999
199,972021       ,0
101,972056       ,999999999
102,972056       ,999999999
103,972056       ,999999999
104,972056       ,999999999
105,972056       ,999999999
107,972056       ,999999999
108,972056       ,999999999
109,972056       ,999999999
111,972056       ,999999999
112,972056       ,999999999
113,972056       ,999999999
114,972056       ,999999999
118,972056       ,999999999
119,972056       ,999999999
120,972056       ,999999999
121,972056       ,999999999
122,972056       ,999999999
125,972056       ,999999999
126,972056       ,999999999
127,972056       ,999999999
129,972056       ,999999999
130,972056       ,999999999
199,972056       ,0
101,972057       ,999999999
102,972057       ,999999999
103,972057       ,999999999
104,972057       ,999999999
105,972057       ,999999999
107,972057       ,999999999
108,972057       ,999999999
109,972057       ,999999999
111,972057       ,999999999
112,972057       ,999999999
113,972057       ,999999999
114,972057       ,999999999
118,972057       ,999999999
119,972057       ,999999999
120,972057       ,999999999
121,972057       ,999999999
122,972057       ,999999999
125,972057       ,999999999
126,972057       ,999999999
127,972057       ,999999999
129,972057       ,999999999
130,972057       ,999999999
199,972057       ,0
101,972058       ,999999999
102,972058       ,999999999
103,972058       ,999999999
104,972058       ,999999999
105,972058       ,999999999
107,972058       ,999999999
